base,alvo,A,D,Dp,Dn,I,id,SUPP,itemDom,desc,TP,FP,quali,lift,conf,cov,chi,pvalue,sup_p,sup_n
DM_peso_familia_355630,s,42,534,30,504,108,0,96.66666666666667,0.4,cod_agua_canalizada_fam=s@cod_destino_lixo_domic_fam_eq=coletado@cod_parentesco_rf_pessoa_eq=Son/daughter@female=s@val_desp_transpor_fam_eq=0@social_assistence_M=n,19,146,0.01822160501620166,2.04969696969697,0.11515151515151516,0.3089887640449438,15.660926101901708,7.577354312271467E-5,0.6333333333333333,0.2896825396825397
DM_peso_familia_355630,s,42,534,30,504,108,1,96.66666666666667,0.4,cod_calcamento_domic_fam=total@female=s@primeiraGestacao=s,11,55,0.013655683204982534,2.9666666666666663,0.16666666666666666,0.12359550561797752,17.337703500203496,3.1291640437691726E-5,0.36666666666666664,0.10912698412698413
DM_peso_familia_355630,s,42,534,30,504,108,2,96.66666666666667,0.4,cod_escoa_sanitario_domic_fam_eq=redeColet@val_desp_transpor_fam_eq=0@consultas=4-6,10,39,0.013571518747632875,3.63265306122449,0.20408163265306123,0.09176029962546817,22.257356256199092,2.384435312308142E-6,0.3333333333333333,0.07738095238095238
DM_peso_familia_355630,s,42,534,30,504,108,3,96.66666666666667,0.4,cod_destino_lixo_domic_fam_eq=coletado@cod_parentesco_rf_pessoa_eq=Son/daughter@female=s@val_desp_alimentacao_fam_eq=(100;300),10,52,0.01220384631570088,2.870967741935484,0.16129032258064516,0.11610486891385768,14.615519800046863,1.3182443257409027E-4,0.3333333333333333,0.10317460317460317
DM_peso_familia_355630,s,42,534,30,504,108,4,96.66666666666667,0.4,cod_destino_lixo_domic_fam_eq=coletado@cod_parentesco_rf_pessoa_eq=Son/daughter@female=s@val_desp_alimentacao_fam_eq=(100;300)@primeiraGestacao=s,7,9,0.011425325085216513,7.7875000000000005,0.4375,0.0299625468164794,45.23159300882514,1.7505774607684543E-11,0.23333333333333334,0.017857142857142856
DM_peso_familia_355630,s,42,534,30,504,108,5,96.66666666666667,0.4,cod_abaste_agua_domic_fam_eq=redePublica@cod_banheiro_domic_fam=s@cod_material_piso_fam=cepeca@qtd_comodos_dormitorio_fam=[2;3]@estcivmae=casada/uniEstavel,11,63,0.012814038631485926,2.645945945945946,0.14864864864864866,0.13857677902621723,13.852782021151587,1.977038280930321E-4,0.36666666666666664,0.125
DM_peso_familia_355630,s,42,534,30,504,108,6,96.66666666666667,0.4,cod_abaste_agua_domic_fam_eq=redePublica@cod_material_domic_fam_eq=tijolo;alvenaria@qtd_comodos_dormitorio_fam=[2;3]@val_desp_gas_fam_eq=(24;45)@age_M=< 20@bf_baby=n,10,57,0.011677818457265496,2.656716417910448,0.14925373134328357,0.1254681647940075,12.516596430511864,4.033529940722369E-4,0.3333333333333333,0.1130952380952381
DM_peso_familia_355630,s,42,534,30,504,108,7,96.66666666666667,0.4,qtd_comodos_domic_fam_eq=[4a3]@qtd_familias_domic_fam=<=1@val_desp_agua_esgoto_fam_eq=>= 40,10,79,0.009363295880149811,2.0000000000000004,0.11235955056179775,0.16666666666666666,6.357142857142857,0.01169096553973581,0.3333333333333333,0.15674603174603174
DM_peso_familia_355630,s,42,534,30,504,108,8,96.66666666666667,0.4,qtd_comodos_dormitorio_fam=[2;3]@csection=Natural,12,113,0.009321213651474982,1.7087999999999999,0.096,0.2340823970037453,4.88052001397136,0.02716143511072322,0.4,0.22420634920634921
DM_peso_familia_355630,s,42,534,30,504,108,9,96.66666666666667,0.4,cod_material_piso_fam=cepeca@qtd_comodos_dormitorio_fam=[2;3],14,152,0.008753103564364767,1.5012048192771086,0.08433734939759036,0.31086142322097376,3.601825937289532,0.05771614600000208,0.4666666666666667,0.30158730158730157
