base,alvo,A,D,Dp,Dn,I,id,SUPP,itemDom,desc,TP,FP,quali,lift,conf,cov,chi,pvalue,sup_p,sup_n
DM_peso_familia_261100,s,42,1808,97,1711,114,0,90.72164948453609,0.3,cod_material_domic_fam_eq=tijolo;alvenaria@val_desp_transpor_fam_eq=0@cod_sabe_ler_escrever_memb_eq_M=s@bf_baby=n@primeiraGestacao=s,38,327,0.010186719300650012,1.940516876147437,0.10410958904109589,0.20188053097345132,22.934003246520298,1.6765963328779776E-6,0.3917525773195876,0.19111630625365283
DM_peso_familia_261100,s,42,1808,97,1711,114,1,90.72164948453609,0.3,val_desp_medicamentos_fam_eq=0@consultas=4-6@bf_baby=n,24,168,0.007576944161641475,2.3298969072164946,0.125,0.10619469026548672,21.538525820503388,3.4679134661708133E-6,0.24742268041237114,0.09818819403857393
DM_peso_familia_261100,s,42,1808,97,1711,114,2,90.72164948453609,0.3,cod_agua_canalizada_fam=s@val_desp_transpor_fam_eq=0@bf_baby=n,56,733,0.0075607305779622535,1.322932591169822,0.07097591888466413,0.43639380530973454,8.276500101403537,0.0040161467754737945,0.5773195876288659,0.42840444184687315
DM_peso_familia_261100,s,42,1808,97,1711,114,3,90.72164948453609,0.3,val_desp_alimentacao_fam_eq=(100;300)@val_desp_transpor_fam_eq=0@cod_sabe_ler_escrever_memb_eq_M=s@primeiraGestacao=s,22,136,0.007479662659566136,2.5953282004436904,0.13924050632911392,0.08738938053097345,24.980054300173073,5.792647389535333E-7,0.2268041237113402,0.07948568088836938
DM_peso_familia_261100,s,42,1808,97,1711,114,4,90.72164948453609,0.3,ses_5cat=Richest@primeiraGestacao=s,27,240,0.0070106923995614375,1.8848604193212093,0.10112359550561797,0.14767699115044247,13.90523432304395,1.9226229212476742E-4,0.27835051546391754,0.1402688486265342
DM_peso_familia_261100,s,42,1808,97,1711,114,5,90.72164948453609,0.3,cod_abaste_agua_domic_fam_eq=redePublica@cod_calcamento_domic_fam=total@cod_escoa_sanitario_domic_fam_eq=redeColet@cod_iluminacao_domic_fam_eq=eletricidade,64,887,0.00717833473647114,1.254371415872603,0.06729758149316509,0.525995575221239,7.359638126010593,0.006670421529724191,0.6597938144329897,0.5184102863822326
DM_peso_familia_261100,s,42,1808,97,1711,114,6,90.72164948453609,0.3,cod_abaste_agua_domic_fam_eq=redePublica@val_desp_energia_fam_eq=(20;65)@csection=C-section,22,170,0.006470749471375988,2.1357388316151202,0.11458333333333333,0.10619469026548672,15.70858161572181,7.388817980835682E-5,0.2268041237113402,0.09935710111046171
DM_peso_familia_261100,s,42,1808,97,1711,114,7,90.72164948453609,0.3,cod_calcamento_domic_fam=total@cod_destino_lixo_domic_fam_eq=coletado@cod_escoa_sanitario_domic_fam_eq=redeColet@female=s@val_desp_energia_fam_eq=(20;65),17,124,0.005218632527997493,2.2472764495137825,0.12056737588652482,0.07798672566371681,13.48742703557879,2.4016729085774013E-4,0.17525773195876287,0.07247223845704266
DM_peso_familia_261100,s,42,1808,97,1711,114,8,90.72164948453609,0.3,cod_material_piso_fam=cepeca@consultas=1-3,11,29,0.004897114104471768,5.125773195876289,0.275,0.022123893805309734,39.47376775304539,3.324960307082847E-10,0.1134020618556701,0.01694915254237288
DM_peso_familia_261100,s,42,1808,97,1711,114,9,90.72164948453609,0.3,cod_calcamento_domic_fam=total@female=s@cct_M=n,30,365,0.004871723020596758,1.4156335638783768,0.0759493670886076,0.21847345132743362,4.949898651129125,0.026092198020865043,0.30927835051546393,0.21332554061952075

DM_peso_familia_261100,n,42,1808,1711,97,114,0,96.31794272355347,0.4,qtd_familias_domic_fam=<=1@locnasc=hospital@consultas=>6,1385,50,0.014927204068446973,1.0198734566455625,0.9651567944250871,0.7936946902654868,48.45812368847088,3.3741898164407758E-12,0.8094681472822911,0.5154639175257731
