base,alvo,A,D,Dp,Dn,I,id,SUPP,itemDom,desc,TP,FP,quali,lift,conf,cov,chi,pvalue,sup_p,sup_n
DM_peso_familia_310150,s,42,1099,70,1029,112,0,95.71428571428572,0.4,cod_abaste_agua_domic_fam_eq=redePublica@val_desp_agua_esgoto_fam_eq=(17;40)@val_desp_medicamentos_fam_eq=0@val_desp_transpor_fam_eq=0@cod_sabe_ler_escrever_memb_eq_M=s,31,267,0.01093640425864857,1.633221476510067,0.1040268456375839,0.27115559599636035,11.152580786480945,8.39148503745557E-4,0.44285714285714284,0.2594752186588921
DM_peso_familia_310150,s,42,1099,70,1029,112,1,95.71428571428572,0.4,estcivmae=solteira@consultas=1-3,13,46,0.008409497922257059,3.459322033898305,0.22033898305084745,0.05368516833484986,25.652507993419015,4.087638906247193E-7,0.18571428571428572,0.04470359572400389
DM_peso_familia_310150,s,42,1099,70,1029,112,2,95.71428571428572,0.4,val_desp_gas_fam_eq=>= 45@val_desp_transpor_fam_eq=0@primeiraGestacao=s,26,238,0.008357337011643474,1.5462121212121214,0.09848484848484848,0.24021838034576887,7.052132704288392,0.007917093354496196,0.37142857142857144,0.23129251700680273
DM_peso_familia_310150,s,42,1099,70,1029,112,3,95.71428571428572,0.4,cod_material_piso_fam=cepeca@val_desp_alimentacao_fam_eq=(0;100],21,173,0.007864706189181827,1.699484536082474,0.10824742268041238,0.17652411282984531,7.84133022508998,0.005106501594756341,0.3,0.16812439261418854
DM_peso_familia_310150,s,42,1099,70,1029,112,4,95.71428571428572,0.4,val_desp_alimentacao_fam_eq=(0;100]@bf_baby=s,15,89,0.007621288606318424,2.2644230769230766,0.14423076923076922,0.09463148316651501,12.493250363539309,4.084249628147907E-4,0.21428571428571427,0.08649173955296405
DM_peso_familia_310150,s,42,1099,70,1029,112,5,95.71428571428572,0.4,cod_destino_lixo_domic_fam_eq=coletado@val_desp_energia_fam_eq=(20;65)@tpnascassi=medico@escolaridade_eq_M=ate9ano,11,48,0.006589661707516387,2.9271186440677965,0.1864406779661017,0.05368516833484986,15.751283060160178,7.223892714280922E-5,0.15714285714285714,0.04664723032069971
DM_peso_familia_310150,s,42,1099,70,1029,112,6,95.71428571428572,0.4,cod_destino_lixo_domic_fam_eq=coletado@val_desp_energia_fam_eq=(20;65)@tpnascassi=medico,19,167,0.006508522513228587,1.603763440860215,0.10215053763440861,0.16924476797088261,5.552085538074657,0.01845868064682521,0.2714285714285714,0.16229348882410108
DM_peso_familia_310150,s,42,1099,70,1029,112,7,95.71428571428572,0.4,cod_destino_lixo_domic_fam_eq=coletado@consultas=4-6@cct_M=s,13,80,0.00643897463241047,2.1946236559139782,0.13978494623655913,0.08462238398544131,9.863420450161296,0.001685973627665649,0.18571428571428572,0.07774538386783285
DM_peso_familia_310150,s,42,1099,70,1029,112,8,95.71428571428572,0.4,cod_agua_canalizada_fam=s@val_desp_energia_fam_eq=(20;65)@consultas=4-6@escolaridade_eq_M=ate9ano,10,37,0.006375222408327199,3.340425531914893,0.2127659574468085,0.042766151046405826,18.295830588525355,1.8912063712739346E-5,0.14285714285714285,0.03595724003887269
DM_peso_familia_310150,s,42,1099,70,1029,112,9,95.71428571428572,0.4,cod_destino_lixo_domic_fam_eq=coletado@cod_parentesco_rf_pessoa_eq=Son/daughter@tpnascassi=medico@escolaridade_eq_M=ate9ano,16,129,0.006154987452403169,1.7324137931034482,0.1103448275862069,0.13193812556869883,6.095551631192488,0.01355226115764463,0.22857142857142856,0.12536443148688048
